dataset,sample_id,source_image_id,split,box_index,class_id,class_name,x_center,y_center,width,height,format,crop_size,notes
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,4,0,pedestrian,0.962891,0.294922,0.074219,0.300781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,5,0,pedestrian,0.857422,0.296875,0.136719,0.335938,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,6,0,pedestrian,0.732422,0.390625,0.222656,0.539062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,7,0,pedestrian,0.453125,0.375000,0.257812,0.625000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,8,0,pedestrian,0.259766,0.302734,0.300781,0.355469,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,9,0,pedestrian,0.599609,0.318359,0.160156,0.332031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,10,0,pedestrian,0.402344,0.365234,0.367188,0.550781,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000019_000019_crop_377,aachen_000019_000019,train,11,0,pedestrian,0.837891,0.330078,0.324219,0.402344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,0,0,pedestrian,0.890625,0.585938,0.125000,0.304688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,1,0,pedestrian,0.748047,0.587891,0.128906,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,2,0,pedestrian,0.259766,0.669922,0.199219,0.488281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,3,0,pedestrian,0.076172,0.687500,0.152344,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,4,0,pedestrian,0.046875,0.591797,0.093750,0.816406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,5,0,pedestrian,0.556641,0.632812,0.675781,0.734375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1004,aachen_000020_000019,train,6,0,pedestrian,0.937500,0.589844,0.125000,0.820312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,0,0,pedestrian,0.890625,0.355469,0.125000,0.304688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,1,0,pedestrian,0.748047,0.357422,0.128906,0.308594,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,2,0,pedestrian,0.259766,0.439453,0.199219,0.488281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,3,0,pedestrian,0.076172,0.457031,0.152344,0.437500,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,4,0,pedestrian,0.046875,0.500000,0.093750,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,5,0,pedestrian,0.556641,0.517578,0.675781,0.964844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000020_000019_crop_1138,aachen_000020_000019,train,6,0,pedestrian,0.937500,0.500000,0.125000,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,0,0,pedestrian,0.484375,0.505859,0.085938,0.207031,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,1,0,pedestrian,0.552734,0.509766,0.097656,0.238281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,2,0,pedestrian,0.603516,0.488281,0.136719,0.328125,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,3,0,pedestrian,0.642578,0.572266,0.058594,0.089844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,4,0,pedestrian,0.822266,0.511719,0.105469,0.257812,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,5,0,pedestrian,0.710938,0.505859,0.117188,0.285156,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,6,0,pedestrian,0.355469,0.669922,0.523438,0.636719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,7,0,pedestrian,0.023438,0.556641,0.046875,0.144531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,8,0,pedestrian,0.035156,0.601562,0.070312,0.492188,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,9,0,pedestrian,0.324219,0.673828,0.593750,0.652344,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000021_000019_crop_434,aachen_000021_000019,train,10,0,pedestrian,0.285156,0.695312,0.570312,0.609375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,0,0,pedestrian,0.361328,0.552734,0.378906,0.894531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,1,0,pedestrian,0.164062,0.580078,0.328125,0.839844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,2,0,pedestrian,0.779297,0.513672,0.410156,0.972656,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,3,0,pedestrian,0.824219,0.505859,0.351562,0.988281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,4,0,pedestrian,0.810547,0.535156,0.308594,0.921875,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1272,aachen_000022_000019,train,5,0,pedestrian,0.238281,0.558594,0.351562,0.820312,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1964,aachen_000022_000019,train,0,0,pedestrian,0.998047,0.531250,0.003906,0.734375,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1964,aachen_000022_000019,train,1,0,pedestrian,0.609375,0.601562,0.257812,0.625000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1964,aachen_000022_000019,train,2,0,pedestrian,0.722656,0.554688,0.296875,0.718750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000022_000019_crop_1964,aachen_000022_000019,train,3,0,pedestrian,0.080078,0.500000,0.160156,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,0,0,pedestrian,0.783203,0.392578,0.105469,0.261719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,1,0,pedestrian,0.855469,0.406250,0.171875,0.414062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,2,0,pedestrian,0.957031,0.412109,0.085938,0.394531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,3,0,pedestrian,0.107422,0.431641,0.207031,0.503906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,4,0,pedestrian,0.193359,0.458984,0.285156,0.699219,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,5,0,pedestrian,0.062500,0.500000,0.125000,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,6,0,pedestrian,0.910156,0.396484,0.179688,0.339844,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000023_000019_crop_781,aachen_000023_000019,train,7,0,pedestrian,0.183594,0.443359,0.250000,0.644531,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000026_000019_crop_1564,aachen_000026_000019,train,0,0,pedestrian,0.794922,0.732422,0.050781,0.121094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000026_000019_crop_1564,aachen_000026_000019,train,1,0,pedestrian,0.496094,0.769531,0.054688,0.140625,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000026_000019_crop_1564,aachen_000026_000019,train,2,0,pedestrian,0.439453,0.761719,0.066406,0.164062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000026_000019_crop_1564,aachen_000026_000019,train,3,0,pedestrian,0.396484,0.779297,0.050781,0.128906,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000026_000019_crop_1564,aachen_000026_000019,train,4,0,pedestrian,0.312500,0.781250,0.070312,0.164062,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_1565,aachen_000029_000019,train,0,0,pedestrian,0.056641,0.589844,0.074219,0.179688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_1565,aachen_000029_000019,train,1,0,pedestrian,0.376953,0.615234,0.152344,0.371094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_1565,aachen_000029_000019,train,2,0,pedestrian,0.453125,0.634766,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_1565,aachen_000029_000019,train,3,0,pedestrian,0.847656,0.664062,0.203125,0.500000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_1565,aachen_000029_000019,train,4,0,pedestrian,0.394531,0.570312,0.101562,0.304688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_2529,aachen_000029_000019,train,0,0,pedestrian,0.056641,0.359375,0.074219,0.179688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_2529,aachen_000029_000019,train,1,0,pedestrian,0.376953,0.384766,0.152344,0.371094,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_2529,aachen_000029_000019,train,2,0,pedestrian,0.453125,0.404297,0.148438,0.363281,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_2529,aachen_000029_000019,train,3,0,pedestrian,0.847656,0.433594,0.203125,0.500000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000029_000019_crop_2529,aachen_000029_000019,train,4,0,pedestrian,0.394531,0.339844,0.101562,0.304688,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,0,0,pedestrian,0.994141,0.630859,0.011719,0.261719,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,1,0,pedestrian,0.070312,0.644531,0.039062,0.093750,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,2,0,pedestrian,0.841797,0.640625,0.167969,0.406250,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,3,0,pedestrian,0.898438,0.634766,0.179688,0.441406,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,4,0,pedestrian,0.156250,0.500000,0.312500,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,5,0,pedestrian,0.021484,0.500000,0.042969,1.000000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
Cityscapes--Pedestrian,aachen_000031_000019_crop_644,aachen_000031_000019,train,6,0,pedestrian,0.292969,0.523438,0.359375,0.875000,YOLO,256x256,Public box annotation row generated from local reconstructed YOLO labels
